#     time           flux       flux_err 
  34.983789131   -44.52294     0.99044 
  35.004223696   -44.88420     0.99046 
  35.024658362   -45.01368     0.99031 
  35.045092828   -43.59190     0.99064 
  35.065527394   -44.68133     0.99016 
  35.085962060   -42.62704     0.99074 
  35.106396527   -42.78267     0.99083 
  35.126831093   -39.65666     0.99171 
  35.167700225    10.00469     1.00561 
  35.188134792   -18.43042     0.99641 
  35.208569458   -29.17758     0.99397 
  38.886792820   -26.39742     0.99476 
  38.907227296   -25.39333     0.99506 
  38.927661972   -22.39104     0.99568 
  38.948096548   -23.60204     0.99555 
  38.968531024   -19.83715     0.99634 
  38.988965700   -20.49702     0.99616 
  39.009400176   -17.11016     0.99685 
  39.029834752   -17.01690     0.99701 
  39.050269428   -16.54208     0.99713 
  39.070703904   -16.60919     0.99712 
  39.091138480   -15.37677     0.99749 
  39.111573157   -10.52442     0.99859 
  39.132007633   -11.50201     0.99848 
  39.152442209   -11.88830     0.99836 
  39.172876886    -8.13391     0.99915 
  39.193311462    -7.98980     0.99904 
  39.213745939    -8.26734     0.99901 
  39.888087184    21.33146     1.00855 
  39.908521662    21.66759     1.00858 
  39.928956339    22.06170     1.00882 
  39.949390917    21.69890     1.00882 
  39.969825395    21.69168     1.00867 
  39.990260073    20.98345     1.00875 
  40.010694651    23.64635     1.00914 
  40.031129229    25.03457     1.00942 
  40.051563807    23.18788     1.00906 
  40.071998385    25.67802     1.00955 
  40.092432963    25.99143     1.00947 
  40.112867541    26.29806     1.00966 
  40.133302119    25.72964     1.00943 
  40.153736698    27.32529     1.00976 
  40.174171376    26.22596     1.00959 
  40.194605854    25.40813     1.00946 
  40.889381635    21.39761     1.00919 
  40.909816214    21.71568     1.00939 
  40.930250894    19.38427     1.00861 
  40.950685373    19.94796     1.00880 
  40.971119953    21.10837     1.00903 
  40.991554632    19.70965     1.00871 
  41.011989209    18.05738     1.00836 
  41.032423688    18.11864     1.00826 
  41.052858368    17.17985     1.00793 
  41.073292848    17.13098     1.00797 
  41.093727427    16.97242     1.00806 
  41.114162107    15.23877     1.00778 
  41.134596687    13.09010     1.00719 
  41.155031167    12.95692     1.00731 
  41.175465846    11.32995     1.00693 
  41.195900326     8.93565     1.00630 
  41.911110738   -34.96562     0.99373 
