Count of kepoi_name,Column Labels,,,,,,
Row Labels,CANDIDATE,CONFIRMED,FALSE POSITIVE,Grand Total,,temp,fraction
4.612,3,2,7,12,,4.612,#REF!
4.613,4,4,9,17,,4.613,#REF!
4.614,2,1,5,8,,4.614,#REF!
4.615,4,11,5,20,,4.615,#REF!
4.616,3,2,4,9,,4.616,#REF!
4.617,1,5,4,10,,4.617,#REF!
4.618,6,1,6,13,,4.618,#REF!
4.619,,1,3,4,,4.619,#REF!
4.62,2,4,6,12,,4.62,#REF!
4.621,1,,9,10,,4.621,#REF!
4.622,7,1,2,10,,4.622,#REF!
4.623,4,2,4,10,,4.623,#REF!
4.624,2,4,6,12,,4.624,#REF!
4.625,2,1,9,12,,4.625,#REF!
4.626,1,1,7,9,,4.626,#REF!
4.627,6,3,6,15,,4.627,#REF!
4.628,3,6,8,17,,4.628,#REF!
4.629,,2,7,9,,4.629,#REF!
4.63,2,3,7,12,,4.63,#REF!
4.631,,6,2,8,,4.631,#REF!
4.632,3,2,3,8,,4.632,#REF!
4.633,5,1,6,12,,4.633,#REF!
4.634,2,,3,5,,4.634,#REF!
4.635,2,6,3,11,,4.635,#REF!
4.636,1,4,6,11,,4.636,#REF!
4.637,3,2,6,11,,4.637,#REF!
4.638,1,,2,3,,4.638,#REF!
4.639,,2,6,8,,4.639,#REF!
4.64,2,1,3,6,,4.64,#REF!
4.641,6,9,2,17,,4.641,#REF!
4.642,2,,4,6,,4.642,#REF!
4.643,3,2,3,8,,4.643,#REF!
4.644,1,1,1,3,,4.644,#REF!
4.645,,1,1,2,,4.645,#REF!
4.646,2,,1,3,,4.646,#REF!
4.647,,1,1,2,,4.647,#REF!
4.648,2,2,5,9,,4.648,#REF!
4.649,,1,,1,,4.649,#REF!
4.65,1,1,4,6,,4.65,#REF!
4.651,,,4,4,,4.651,#REF!
4.652,,,2,2,,4.652,#REF!
4.653,,5,2,7,,4.653,#REF!
4.654,1,1,2,4,,4.654,#REF!
4.655,1,1,,2,,4.655,#REF!
4.656,2,8,2,12,,4.656,#REF!
4.657,1,,2,3,,4.657,#REF!
4.658,,3,2,5,,4.658,#REF!
4.659,2,,4,6,,4.659,#REF!
4.66,,4,3,7,,4.66,#REF!
4.661,,8,1,9,,4.661,#REF!
4.662,3,1,5,9,,4.662,#REF!
4.663,,,7,7,,4.663,#REF!
4.664,1,1,1,3,,4.664,#REF!
4.665,,,2,2,,4.665,#REF!
4.666,1,,,1,,4.666,#REF!
4.667,2,,1,3,,4.667,#REF!
4.668,1,2,3,6,,4.668,#REF!
4.669,2,2,4,8,,4.669,#REF!
4.67,,1,5,6,,4.67,#REF!
4.671,3,,2,5,,4.671,#REF!
4.672,,1,,1,,4.672,#REF!
4.673,1,,3,4,,4.673,#REF!
4.674,1,1,2,4,,4.674,#REF!
4.675,2,1,2,5,,4.675,#REF!
4.676,,,2,2,,4.676,#REF!
4.677,,4,,4,,4.677,#REF!
4.678,,1,2,3,,4.678,#REF!
4.679,1,,2,3,,4.679,#REF!
4.68,,1,1,2,,4.68,#REF!
4.681,4,,4,8,,4.681,#REF!
4.682,2,4,,6,,4.682,#REF!
4.683,,,2,2,,4.683,#REF!
4.684,1,3,2,6,,4.684,#REF!
4.686,1,,3,4,,4.686,#REF!
4.687,1,1,2,4,,4.687,#REF!
4.688,,,2,2,,4.688,#REF!
4.689,1,3,2,6,,4.689,#REF!
4.69,,,1,1,,4.69,#REF!
4.691,,,1,1,,4.691,#REF!
4.692,1,,,1,,4.692,#REF!
4.693,1,,,1,,4.693,#REF!
4.694,,,1,1,,4.694,#REF!
4.695,,1,,1,,4.695,#REF!
4.696,1,4,1,6,,4.696,#REF!
4.697,1,6,1,8,,4.697,#REF!
4.698,1,1,,2,,4.698,#REF!
4.699,1,1,1,3,,4.699,#REF!
4.7,1,1,3,5,,4.7,#REF!
4.702,,2,,2,,4.702,#REF!
4.703,,,2,2,,4.703,#REF!
4.704,1,1,1,3,,4.704,#REF!
4.705,1,2,1,4,,4.705,#REF!
4.707,,1,1,2,,4.707,#REF!
4.708,1,8,2,11,,4.708,#REF!
4.709,,2,1,3,,4.709,#REF!
4.71,2,1,3,6,,4.71,#REF!
4.711,1,1,,2,,4.711,#REF!
4.712,,3,1,4,,4.712,#REF!
4.713,1,2,5,8,,4.713,#REF!
4.714,1,1,1,3,,4.714,#REF!
4.715,,1,3,4,,4.715,#REF!
4.716,1,,,1,,4.716,#REF!
4.717,,,3,3,,4.717,#REF!
4.718,2,7,,9,,4.718,#REF!
4.719,,,1,1,,4.719,#REF!
4.72,,2,,2,,4.72,#REF!
4.721,6,1,6,13,,4.721,#REF!
4.722,1,5,2,8,,4.722,#REF!
4.723,,,1,1,,4.723,#REF!
4.724,2,1,,3,,4.724,#REF!
4.725,2,3,,5,,4.725,#REF!
4.726,2,1,,3,,4.726,#REF!
4.727,1,,3,4,,4.727,#REF!
4.728,,4,,4,,4.728,#REF!
4.729,,,2,2,,4.729,#REF!
4.73,,7,,7,,4.73,#REF!
4.731,1,,,1,,4.731,#REF!
4.732,2,,,2,,4.732,#REF!
4.733,1,1,2,4,,4.733,#REF!
4.734,1,2,,3,,4.734,#REF!
4.735,1,,1,2,,4.735,#REF!
4.736,3,1,1,5,,4.736,#REF!
4.737,1,,1,2,,4.737,#REF!
4.738,1,3,1,5,,4.738,#REF!
4.739,2,,,2,,4.739,#REF!
4.74,,3,2,5,,4.74,#REF!
4.741,,,1,1,,4.741,#REF!
4.742,,,2,2,,4.742,#REF!
4.743,,1,1,2,,4.743,#REF!
4.744,2,3,,5,,4.744,#REF!
4.745,,,1,1,,4.745,#REF!
4.746,2,1,1,4,,4.746,#REF!
4.747,2,1,1,4,,4.747,#REF!
4.748,1,,,1,,4.748,#REF!
4.749,,2,1,3,,4.749,#REF!
4.75,,5,,5,,4.75,#REF!
4.753,1,3,,4,,4.753,#REF!
4.754,,6,,6,,4.754,#REF!
4.755,2,,2,4,,4.755,#REF!
4.756,,,1,1,,4.756,#REF!
4.757,,1,,1,,4.757,#REF!
4.758,,2,1,3,,4.758,#REF!
4.761,1,2,,3,,4.761,#REF!
4.762,,3,,3,,4.762,#REF!
4.763,,,1,1,,4.763,#REF!
4.764,2,,,2,,4.764,#REF!
4.765,,1,,1,,4.765,#REF!
4.767,1,,3,4,,4.767,#REF!
4.769,,1,,1,,4.769,#REF!
4.773,,,2,2,,4.773,#REF!
4.774,1,,1,2,,4.774,#REF!
4.775,,1,1,2,,4.775,#REF!
4.776,,,1,1,,4.776,#REF!
4.777,,,1,1,,4.777,#REF!
4.779,,3,1,4,,4.779,#REF!
4.781,,4,,4,,4.781,#REF!
4.782,,,1,1,,4.782,#REF!
4.784,1,,,1,,4.784,#REF!
4.786,,,1,1,,4.786,#REF!
4.787,,1,1,2,,4.787,#REF!
4.788,,,2,2,,4.788,#REF!
4.79,,1,,1,,4.79,#REF!
4.791,,1,,1,,4.791,#REF!
4.793,,,1,1,,4.793,#REF!
4.796,1,,,1,,4.796,#REF!
4.797,1,,2,3,,4.797,#REF!
4.8,,5,,5,,4.8,#REF!
4.807,,2,,2,,4.807,#REF!
4.81,,3,,3,,4.81,#REF!
4.813,1,1,1,3,,4.813,#REF!
4.818,,,1,1,,4.818,#REF!
4.819,,,1,1,,4.819,#REF!
4.82,1,,1,2,,4.82,#REF!
4.822,,1,,1,,4.822,#REF!
4.825,,,1,1,,4.825,#REF!
4.826,,,1,1,,4.826,#REF!
4.828,1,,,1,,4.828,#REF!
4.829,,,1,1,,4.829,#REF!
4.83,,1,,1,,4.83,#REF!
4.837,,1,,1,,4.837,#REF!
4.839,,,1,1,,4.839,#REF!
4.84,1,,,1,,4.84,#REF!
4.842,1,,,1,,4.842,#REF!
4.843,,1,,1,,4.843,#REF!
4.844,3,,1,4,,4.844,#REF!
4.847,1,,,1,,4.847,#REF!
4.848,,,1,1,,4.848,#REF!
4.855,1,3,,4,,4.855,#REF!
4.858,,,1,1,,4.858,#REF!
4.859,1,,,1,,4.859,#REF!
4.861,,1,,1,,4.861,#REF!
4.866,,5,,5,,4.866,#REF!
4.867,1,1,,2,,4.867,#REF!
4.868,,,1,1,,4.868,#REF!
4.869,,1,,1,,4.869,#REF!
4.871,,,1,1,,4.871,#REF!
4.875,,1,,1,,4.875,#REF!
4.887,,,1,1,,4.887,#REF!
4.888,,,1,1,,4.888,#REF!
4.892,1,,1,2,,4.892,#REF!
4.893,1,,,1,,4.893,#REF!
4.899,,1,,1,,4.899,#REF!
4.9,,,1,1,,4.9,#REF!
4.904,,1,,1,,4.904,#REF!
4.906,,,1,1,,4.906,#REF!
4.92,1,,1,2,,4.92,#REF!
4.923,,3,,3,,4.923,#REF!
4.925,1,,,1,,4.925,#REF!
4.931,,,1,1,,4.931,#REF!
4.936,1,,,1,,4.936,#REF!
4.939,,,1,1,,4.939,#REF!
4.944,,,1,1,,4.944,#REF!
4.964,,,1,1,,4.964,#REF!
4.97,,1,,1,,4.97,#REF!
4.978,,1,,1,,4.978,#REF!
4.991,1,,1,2,,4.991,#REF!
5.004,1,,,1,,5.004,#REF!
5.006,,,1,1,,5.006,#REF!
5.014,1,,,1,,5.014,#REF!
5.031,,,1,1,,5.031,#REF!
5.044,,,1,1,,5.044,#REF!
5.066,1,,,1,,5.066,#REF!
5.071,,,1,1,,5.071,#REF!
5.08,,,1,1,,5.08,#REF!
5.087,,,1,1,,5.087,#REF!
5.091,,1,,1,,5.091,#REF!
5.097,,1,,1,,5.097,#REF!
5.112,,2,,2,,5.112,#REF!
5.113,,1,,1,,5.113,#REF!
5.126,1,,,1,,5.126,#REF!
5.149,,,1,1,,5.149,#REF!
5.215,,3,,3,,5.215,#REF!
5.224,,,1,1,,5.224,#REF!
5.274,,1,1,2,,5.274,#REF!
5.283,1,,3,4,,5.283,#REF!
5.364,1,,,1,,5.364,#REF!
(blank),63,1,299,363,,(blank),#REF!
Grand Total,2244,2297,5023,9564,,Grand Total,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
